,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
255,"[515, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1220, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[217, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[387, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1969, -0.5499999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0.17, -0.15]]","[2642, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[105, -0.1599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[2516, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[353, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2519, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
256,"[1728, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[773, -0.06999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[1466, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2530, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[2645, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[657, -0.2699999999999999, [0, 0.16, -0.7, 0, 0, 0.17, 0]]","[1747, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[381, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1054, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[294, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
257,"[226, -0.72, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1151, -1.4499999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[2399, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[542, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1437, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[168, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2089, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[299, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2330, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1142, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
258,"[2056, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1778, -0.72, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[2008, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1843, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[180, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[953, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1309, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2966, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2112, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2400, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]"
259,"[1957, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[893, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1425, 0.060000000000000005, [0, -0.05, 0, 0.01, 0, 0, 0]]","[665, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[242, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2335, -0.07999999999999999, [0, -0.05, -0.13, 0, 0, 0, 0]]","[2069, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[38, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1612, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1028, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
260,"[593, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2262, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1121, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[1410, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[130, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2624, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[355, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2159, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1854, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1954, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
261,"[1099, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2135, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[2908, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[613, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[500, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1438, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[572, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2080, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1809, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1889, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
262,"[2732, -0.1599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[1753, 0.12, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1032, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[711, 0.12, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1800, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[910, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2655, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1249, 0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0.17, -0.15]]","[2483, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2730, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
263,"[107, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2815, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1960, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[316, -0.07999999999999999, [-0.14, -0.05, 0, 0.01, 0, 0, 0]]","[1847, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1300, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[920, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1872, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1497, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2683, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
264,"[2415, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[1916, -0.29999999999999993, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[2446, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[901, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2520, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[712, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1604, 0.16999999999999998, [-0.14, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[2473, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2314, 0.27, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[2796, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
265,"[2820, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2448, 0.44000000000000006, [0, 0.16, 0, 0.01, 0, 0.17, 0]]","[1470, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[889, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1310, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2769, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2721, -0.21, [-0.14, -0.05, -0.13, 0.01, 0, 0, 0]]","[676, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1720, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1285, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
266,"[2471, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2650, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2687, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[689, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[434, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1999, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2480, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1381, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1116, -0.93, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[46, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
267,"[1628, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2100, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1955, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[785, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[614, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1766, -1.1199999999999997, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[2233, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[172, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[666, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1741, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]"
268,"[1517, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2637, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1579, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[33, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1097, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[426, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1610, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1065, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1017, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1281, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]"
269,"[565, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[435, -1.1199999999999997, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[1203, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[227, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[818, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2609, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1927, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2034, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[185, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2858, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
270,"[1247, -0.44999999999999996, [-0.14, 0.16, -0.7, 0.28, 0, 0, -0.15]]","[485, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2103, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1376, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1598, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2608, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[580, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1874, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[283, -1.31, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[1819, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]"
271,"[2075, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2445, -0.07999999999999999, [-0.14, -0.05, 0, 0.01, 0, 0, 0]]","[854, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[554, 0.43000000000000005, [0, 0.16, 0, 0, 0, 0.17, 0]]","[2751, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[820, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2870, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1516, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2318, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1915, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
272,"[1405, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[467, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2385, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2104, -0.03, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[490, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1245, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2921, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1164, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2902, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[278, -0.93, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]"
273,"[1009, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[234, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1535, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1652, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[264, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1987, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2899, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1038, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[877, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1228, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
274,"[2940, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[53, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1289, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[687, -0.1599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[1647, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2266, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[876, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1313, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[399, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1124, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
275,"[2804, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[1223, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[2456, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[870, -0.07999999999999999, [0, -0.05, -0.13, 0, 0, 0, 0]]","[599, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[935, -0.04999999999999999, [-0.14, -0.05, -0.13, 0, 0, 0.17, 0]]","[1918, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1709, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[575, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1469, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
276,"[960, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2741, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[939, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[585, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1625, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1273, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[686, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[728, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[813, -0.72, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1445, 0.16999999999999998, [-0.14, 0.16, -0.13, 0.01, 0, 0.17, 0]]"
277,"[523, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2798, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[561, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2469, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[1467, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[652, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[391, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1790, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2976, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1194, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
278,"[253, -0.03, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[957, 0.27, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[2278, -0.58, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[822, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[101, -0.7799999999999999, [-0.14, -0.05, -0.7, 0.01, 0, 0, 0]]","[1970, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2674, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1849, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[775, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[826, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]"
279,"[763, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[717, 0.12, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1981, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2990, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[320, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[2015, -0.03, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2803, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1040, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1053, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[95, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]"
280,"[204, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1400, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[809, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2241, -0.1599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[481, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[747, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[760, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1165, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[967, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2157, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
281,"[1021, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1340, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1230, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2449, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1976, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1150, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[385, 0.30000000000000004, [0, 0.16, -0.13, 0, 0, 0.17, 0]]","[719, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2980, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[118, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
282,"[2653, -1.5999999999999996, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, -0.15]]","[2867, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1279, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2205, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[449, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[456, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[932, -1.4499999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[2885, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1783, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[557, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
283,"[2387, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1079, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1204, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2713, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2588, -0.72, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[181, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[977, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[997, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[636, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1829, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
284,"[2218, -0.29999999999999993, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[966, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[553, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[465, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[584, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1922, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[2098, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[837, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1023, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2408, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
285,"[502, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[1648, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2220, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[609, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2756, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1209, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2513, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2082, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2184, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1329, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]"
286,"[499, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1537, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1456, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1095, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1811, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[962, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[873, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2799, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2537, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2964, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
