,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
103,"[246, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1123, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1728, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[672, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2120, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[920, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1431, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[827, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2077, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1156, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
104,"[1364, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[942, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2732, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[496, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1893, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[658, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2842, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2815, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2534, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[37, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
105,"[2618, -0.58, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1551, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1009, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2133, -0.7899999999999999, [-0.14, -0.05, -0.7, 0, 0, 0, 0]]","[1122, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2684, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2612, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1161, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[534, -1.4499999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[1248, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
106,"[532, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[965, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2940, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2501, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[1894, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2101, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1469, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[2080, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2094, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1368, -0.36, [-0.14, -0.05, -0.13, 0.01, 0, 0, -0.15]]"
107,"[2873, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[471, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2804, -0.03, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[668, -1.1199999999999997, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[1184, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2803, -0.06999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[1024, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2210, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1591, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2830, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]"
108,"[2705, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[1904, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[960, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1441, -0.22, [-0.14, -0.05, -0.13, 0, 0, 0, 0]]","[1143, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[172, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2402, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2892, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1864, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[865, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
109,"[761, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2758, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[523, -0.58, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[2454, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1512, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2621, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2131, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[464, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1819, 0.12, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1492, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]"
110,"[2243, -0.06999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[1393, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[253, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1882, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1709, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2925, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[260, -0.72, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1854, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1185, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2430, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]"
111,"[1793, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2497, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1021, -0.1599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[50, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2480, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2386, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2675, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[638, -0.72, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[101, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1759, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]"
112,"[535, 0.33000000000000007, [0, -0.05, 0, 0.28, 0, 0, 0]]","[2538, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2387, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[562, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1420, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2903, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2585, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2713, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2234, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2208, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
113,"[463, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[402, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[502, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2331, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2416, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1061, -0.07999999999999999, [-0.14, -0.05, 0, 0.01, 0, 0, 0]]","[2433, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2590, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2449, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[186, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
114,"[1839, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1494, -0.29999999999999993, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[1415, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[963, -0.21, [-0.14, -0.05, -0.13, 0.01, 0, 0, 0]]","[326, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2756, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[621, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2843, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1782, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2882, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
115,"[2862, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1370, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[2984, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2022, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1544, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1389, -0.07999999999999999, [-0.14, -0.05, 0, 0.01, 0, 0, 0]]","[661, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[153, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2246, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2375, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]"
116,"[178, 0.25000000000000006, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[913, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[498, 0.16999999999999998, [-0.14, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[1947, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[628, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[853, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2322, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2806, -0.07999999999999999, [0, -0.05, -0.13, 0, 0, 0, 0]]","[1081, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1677, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
117,"[192, 0.12, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1380, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[821, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2352, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[249, -0.1599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[287, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[560, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2484, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1087, -0.72, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[945, -0.06999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]"
118,"[2307, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[640, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1421, 0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0.17, -0.15]]","[1493, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[541, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1948, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2039, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1875, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1952, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2316, -0.09, [-0.14, -0.05, 0, 0, 0, 0, 0]]"
119,"[1691, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[949, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[205, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2647, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1312, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1137, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[818, -0.06999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[384, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1193, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[497, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
120,"[741, -0.58, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1128, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1036, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[437, -0.58, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1651, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2219, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[357, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[550, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]","[579, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1666, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]"
121,"[478, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[789, -0.1599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[1336, -0.23999999999999996, [-0.14, -0.05, 0, 0, 0, 0, -0.15]]","[553, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[363, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2048, -0.29999999999999993, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[767, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1943, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[169, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2614, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]"
122,"[1027, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[1672, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2795, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2073, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1758, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1116, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2584, -0.23999999999999996, [-0.14, -0.05, 0, 0, 0, 0, -0.15]]","[657, 0.12000000000000002, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[903, -1.31, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[1989, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]"
123,"[2601, -0.9699999999999999, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[601, -1.1199999999999997, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[979, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[323, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2949, -0.44999999999999996, [-0.14, 0.16, -0.7, 0.28, 0, 0, -0.15]]","[599, -0.72, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[2429, -0.7999999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0.17, 0]]","[79, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[861, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1313, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
124,"[368, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2547, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2066, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2179, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[126, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2718, 0.13, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2432, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1688, -0.93, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[1749, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2889, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]"
125,"[2523, 0.12, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1178, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[351, -0.29999999999999993, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[2488, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2273, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[336, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2378, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[1866, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[396, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[1076, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]"
126,"[845, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2682, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2037, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2997, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2289, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2405, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2904, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[487, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2078, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2702, -0.93, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]"
127,"[256, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1256, -0.03, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2005, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[1282, -1.31, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[73, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2381, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[98, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1127, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1642, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2651, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
128,"[211, 0.27, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[987, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[301, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[395, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[1800, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[676, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1671, -0.58, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[185, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2750, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1285, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
129,"[2689, 0.4, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2961, -0.44999999999999996, [-0.14, 0.16, -0.7, 0.28, 0, 0, -0.15]]","[1408, -0.29999999999999993, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[2266, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1495, -1.5999999999999996, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, -0.15]]","[381, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1199, -1.2399999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2176, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2469, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2785, -1.3877787807814457e-17, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
130,"[1949, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[547, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1455, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[840, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2640, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1535, 0.54, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1339, -0.93, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[2278, -1.25, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[527, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1110, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
131,"[1362, 0.26, [0, 0.16, 0, 0, 0, 0, 0]]","[2058, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[572, -0.42999999999999994, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2894, -0.1599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[2746, -1.3899999999999997, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2137, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[622, -0.01999999999999999, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2706, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[299, -0.73, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[2807, 0.020000000000000004, [-0.14, 0.16, -0.13, 0.01, 0, 0.17, -0.15]]"
132,"[2153, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1422, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[2988, -0.03, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1618, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[57, -1.1099999999999999, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[747, 0.13, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1503, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1388, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1668, -0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1051, -0.43999999999999995, [0, 0.16, -0.7, 0, 0, 0, 0]]"
133,"[2206, -0.58, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1755, 0.040000000000000036, [-0.14, -0.05, 0, 0.28, 0, 0, -0.15]]","[2336, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1075, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2252, 0.41000000000000003, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1243, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1133, 0.27, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[740, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[717, -0.16, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2457, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
134,"[1710, -0.57, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[1906, 0.010000000000000009, [-0.14, 0.16, -0.13, 0, 0, 0.17, -0.15]]","[1678, 0.14, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1713, -0.83, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[375, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[341, 0.27, [0, 0.16, 0, 0.01, 0, 0, 0]]","[275, -0.58, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[2939, -0.15, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2096, -1.0999999999999999, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[429, -1.4, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]"
