,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
80,"[927, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1362, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[601, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[351, -0.3999999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[307, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2659, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2137, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1671, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[185, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[861, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]"
81,"[2377, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2153, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1178, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2037, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2665, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[167, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[341, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1199, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2278, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1749, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
82,"[1814, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1263, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1256, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2005, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[2008, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2638, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[123, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[622, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2706, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[396, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
83,"[1798, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[798, -0.3799999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0.17, -0.15]]","[547, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[301, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1855, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[571, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1629, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[275, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1388, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[299, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
84,"[929, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[32, -0.7599999999999999, [-0.14, -0.05, -0.7, 0.28, 0, 0, -0.15]]","[2058, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1408, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[2645, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[2245, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2712, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1425, -0.03999999999999998, [-0.14, -0.05, -0.13, 0.28, 0, 0, 0]]","[142, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1668, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
85,"[196, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1567, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[415, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1455, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[2693, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1351, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2896, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1639, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1456, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[717, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
86,"[1064, -0.18, [0, -0.05, -0.13, 0, 0, 0, 0]]","[1412, -0.47, [0, -0.05, -0.7, 0.28, 0, 0, 0]]","[1180, -0.8899999999999999, [-0.14, -0.05, -0.7, 0, 0, 0, 0]]","[572, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[55, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2695, -0.33999999999999997, [-0.14, -0.05, 0, 0, 0, 0, -0.15]]","[866, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2762, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[470, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2683, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]"
87,"[2342, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[139, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[2182, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2988, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1846, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[915, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[737, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2691, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[35, -1.2199999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[1687, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
88,"[2528, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[2230, -1.5499999999999998, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[370, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[2336, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1223, -1.2400000000000002, [0, -0.05, -0.7, 0.01, -0.67, 0.17, 0]]","[2836, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1131, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2513, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2577, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1968, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]"
89,"[1268, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1044, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2235, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1678, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2476, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2516, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[309, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[834, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1363, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1768, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
90,"[2323, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1732, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[2670, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[207, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[627, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1786, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2211, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2068, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1908, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[867, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
91,"[2225, -0.3999999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[2542, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[310, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[432, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2998, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[609, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2566, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[706, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1278, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1499, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
92,"[450, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[857, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[2301, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1013, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2572, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[687, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1773, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1416, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1944, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2491, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
93,"[2164, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2030, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[530, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[66, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1358, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[870, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2251, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2271, -1.03, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[1485, -0.3699999999999999, [0, 0.16, -0.7, 0, 0, 0.17, 0]]","[680, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
94,"[2372, -0.18, [0, -0.05, -0.13, 0, 0, 0, 0]]","[141, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[335, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[247, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1105, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[545, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[675, -0.31, [-0.14, -0.05, -0.13, 0.01, 0, 0, 0]]","[428, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1951, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1026, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]"
95,"[2012, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[443, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2014, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1984, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1245, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2072, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[829, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2409, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2849, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1574, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]"
96,"[1840, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2564, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[540, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[431, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[1626, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2256, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[94, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1779, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[103, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1690, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
97,"[2934, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[175, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2831, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1920, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1461, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1349, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2641, -1.17, [-0.14, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[851, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[1332, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[901, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
98,"[2166, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2155, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1314, -1.1800000000000002, [-0.14, 0.16, -0.7, 0, -0.67, 0.17, 0]]","[1177, -0.75, [0, -0.05, -0.7, 0, 0, 0, 0]]","[2052, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[709, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2161, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[442, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[305, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1632, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
99,"[184, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1078, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[729, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2114, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2687, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2242, -0.45999999999999996, [-0.14, -0.05, -0.13, 0.01, 0, 0, -0.15]]","[793, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1769, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1284, -1.42, [0, -0.05, -0.7, 0, -0.67, 0, 0]]","[2157, -0.31, [-0.14, -0.05, -0.13, 0.01, 0, 0, 0]]"
100,"[2744, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2190, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1917, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1246, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1451, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2992, -1.5499999999999998, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[33, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[418, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[347, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2521, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
101,"[2759, -1.0299999999999998, [-0.14, -0.05, -0.7, 0.01, 0, 0, -0.15]]","[2531, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[36, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[889, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[319, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2088, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[389, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2872, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1791, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[633, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]"
102,"[1861, -0.3699999999999999, [0, 0.16, -0.7, 0, 0, 0.17, 0]]","[533, 0.10000000000000003, [0, -0.05, -0.13, 0.28, 0, 0, 0]]","[2845, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1507, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[610, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[324, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2568, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[444, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[704, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1091, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]"
103,"[246, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1123, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1728, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[672, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2120, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[920, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1431, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[827, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2077, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1156, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
104,"[1364, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[942, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2732, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[496, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1893, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[658, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2842, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2815, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2534, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[37, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
105,"[2618, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1551, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1009, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2133, -0.8899999999999999, [-0.14, -0.05, -0.7, 0, 0, 0, 0]]","[1122, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2684, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2612, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1161, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[534, -1.5499999999999998, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[1248, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
106,"[532, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[965, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2940, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2501, -1.17, [-0.14, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[1894, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2101, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1469, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[2080, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2094, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1368, -0.45999999999999996, [-0.14, -0.05, -0.13, 0.01, 0, 0, -0.15]]"
107,"[2873, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[471, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2804, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[668, -1.2199999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[1184, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2803, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[1024, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2210, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1591, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2830, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]"
108,"[2705, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[1904, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[960, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1441, -0.32, [-0.14, -0.05, -0.13, 0, 0, 0, 0]]","[1143, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[172, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2402, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2892, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1864, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[865, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
109,"[761, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2758, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[523, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[2454, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1512, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2621, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2131, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[464, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1819, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1492, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]"
110,"[2243, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[1393, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[253, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1882, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1709, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2925, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[260, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1854, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1185, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2430, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]"
111,"[1793, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2497, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1021, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[50, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2480, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2386, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2675, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[638, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[101, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1759, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]"
112,"[535, 0.23000000000000004, [0, -0.05, 0, 0.28, 0, 0, 0]]","[2538, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2387, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[562, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1420, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2903, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2585, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2713, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2234, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2208, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
