,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
33,"[718, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[93, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2618, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2758, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2056, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2467, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2095, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1754, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1234, -0.18, [0, -0.05, -0.13, 0, 0, 0, 0]]","[663, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]"
34,"[612, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1641, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1211, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1393, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[1957, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1773, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[1698, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2124, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2524, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2112, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
35,"[842, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2132, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2307, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1370, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2940, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1156, -1.4100000000000001, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[2118, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2090, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1912, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[460, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
36,"[1491, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[314, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1429, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1380, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[960, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1882, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2473, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[526, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[71, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[1109, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
37,"[1582, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1200, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[845, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1672, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[2653, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1194, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1309, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[585, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1215, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[2331, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]"
38,"[1694, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1991, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[256, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[1055, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[1020, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[779, 0.21000000000000002, [0, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[994, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[474, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1996, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[885, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]"
39,"[2748, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[879, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1992, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2611, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1673, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2416, -1.03, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[756, 0.19, [-0.14, 0.16, 0, 0, 0, 0.17, 0]]","[2815, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[312, -0.47, [-0.14, -0.05, -0.13, 0, 0, 0, -0.15]]","[2552, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
40,"[695, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[929, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2206, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1422, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2390, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[801, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[2257, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2375, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[1654, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[549, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]"
41,"[2724, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[436, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[80, -0.5499999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0, -0.15]]","[1906, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2777, -1.56, [-0.14, -0.05, -0.7, 0, -0.67, 0, 0]]","[749, 0.4800000000000001, [0, 0.16, -0.13, 0.28, 0, 0.17, 0]]","[74, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1184, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[524, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[957, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
42,"[2272, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[1762, -0.04, [0, -0.05, 0, 0.01, 0, 0, 0]]","[1321, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2455, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2149, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1791, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[827, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1227, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1138, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[108, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
43,"[2482, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2528, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1025, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1208, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1402, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1969, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1127, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2009, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[156, -1.4100000000000001, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[83, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
44,"[1842, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2225, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1831, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[370, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2300, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[649, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[311, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[2486, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1510, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1166, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
45,"[1830, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[450, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2542, -1.6999999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, -0.15]]","[2235, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1313, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2395, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1765, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2749, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[663, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2769, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
46,"[794, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2164, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[141, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[507, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2188, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[2043, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1858, 0.06, [-0.14, 0.16, -0.13, 0, 0, 0.17, 0]]","[2990, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2112, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1529, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
47,"[1820, -0.75, [0, -0.05, -0.7, 0, 0, 0, 0]]","[1840, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[1174, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2301, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2412, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[596, -1.2199999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[1089, -1.6999999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, -0.15]]","[1420, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[460, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2288, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
48,"[2001, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2934, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2564, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[648, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[625, -0.04, [0, -0.05, 0, 0.01, 0, 0, 0]]","[1482, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[990, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1243, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1109, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[831, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]"
49,"[144, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[978, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1094, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[335, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1721, -0.32, [-0.14, -0.05, -0.13, 0, 0, 0, 0]]","[2193, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1463, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1934, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2852, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2179, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]"
50,"[1330, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2166, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[2155, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2831, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[1213, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1013, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[57, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1713, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2331, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[754, -1.4100000000000001, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]"
51,"[2881, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[184, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[598, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[694, 0.19000000000000003, [-0.14, 0.16, -0.13, 0.28, 0, 0.17, -0.15]]","[904, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[542, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[464, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1942, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1630, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[590, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]"
52,"[321, -0.3999999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[2744, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[2190, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[515, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2237, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2417, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1382, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1154, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[885, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2032, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
53,"[1261, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2759, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[479, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2056, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2467, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2095, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2013, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1345, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2552, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1541, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
54,"[2414, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[1861, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1057, 0.04000000000000001, [-0.14, 0.16, 0, 0, 0, 0.17, -0.15]]","[1957, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1773, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[969, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[2647, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[744, -1.03, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[891, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1618, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
55,"[1269, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[246, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[162, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2415, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1156, -1.42, [0, -0.05, -0.7, 0, -0.67, 0, 0]]","[1698, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[728, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2370, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2521, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[465, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]"
56,"[2631, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2618, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[30, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2940, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1882, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1564, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[1101, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2422, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2875, 0.21000000000000002, [0, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[2306, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
57,"[174, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1211, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2758, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2804, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1194, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[317, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[330, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[939, -1.6999999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, -0.15]]","[549, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[483, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
58,"[1725, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[2243, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1393, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[960, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[779, 0.21000000000000002, [0, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[1625, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2453, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2548, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[957, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1939, -0.74, [0, -0.05, -0.7, 0.01, 0, 0, 0]]"
59,"[1607, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1793, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2538, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[763, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2416, -1.03, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[2118, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1259, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[327, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[108, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[606, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
60,"[1231, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[463, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1370, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2653, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[801, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[2473, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2798, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[2463, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[83, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2630, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]"
61,"[862, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2862, -0.5499999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0, -0.15]]","[1380, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[502, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[749, 0.6100000000000001, [0, 0.16, 0, 0.28, 0, 0.17, 0]]","[1309, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1754, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1234, -0.04, [0, -0.05, 0, 0.01, 0, 0, 0]]","[869, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2717, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]"
62,"[1965, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[178, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[640, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2956, -0.75, [0, -0.05, -0.7, 0, 0, 0, 0]]","[1791, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1276, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2198, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[2969, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1166, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2384, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
63,"[93, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2307, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1128, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[275, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1969, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[994, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[922, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2524, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2769, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[564, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]"
64,"[1641, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1429, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1672, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1020, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[223, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[395, 0.34, [0, 0.16, 0, 0.01, 0, 0.17, 0]]","[126, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1912, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1529, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2348, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
65,"[506, 0.05000000000000002, [-0.14, 0.16, 0, 0.01, 0, 0.17, -0.15]]","[368, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1178, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[366, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[649, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[517, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2124, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[71, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[2288, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1366, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
