,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
12,"[2546, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[289, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1694, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1762, -0.04, [0, -0.05, 0, 0.01, 0, 0, 0]]","[2934, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[30, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[507, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2777, -1.5499999999999998, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[2118, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1101, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
13,"[44, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[912, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2724, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2528, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2618, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1672, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[335, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1313, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1089, -1.71, [-0.14, -0.05, -0.7, 0, -0.67, 0, -0.15]]","[1259, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
14,"[289, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1241, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1842, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2225, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[2307, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1055, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[694, -0.6599999999999999, [-0.14, 0.16, -0.7, 0, 0, 0.17, -0.15]]","[2467, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[464, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2815, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
15,"[912, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[1005, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1820, -1.4100000000000001, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[2164, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[1429, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[370, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[515, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1194, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1382, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2009, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
16,"[2083, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1298, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2001, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1840, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[256, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[507, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2056, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[749, 0.21000000000000002, [0, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[2647, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2486, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
17,"[1360, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[194, -1.2199999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[2414, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[2934, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1992, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[335, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1020, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[649, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1101, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2990, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
18,"[2603, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2425, 0.21000000000000002, [0, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[2631, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[978, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[80, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[694, -0.6599999999999999, [-0.14, 0.16, -0.7, 0, 0, 0.17, -0.15]]","[2777, -1.56, [-0.14, -0.05, -0.7, 0, -0.67, 0, 0]]","[596, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1259, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1934, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]"
19,"[1226, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2111, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[174, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2618, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1831, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[515, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2149, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1482, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2815, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1713, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
20,"[1241, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[152, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1607, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2307, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[141, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2056, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1313, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[1013, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1227, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1154, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]"
21,"[1005, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[612, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[93, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1429, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2190, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1957, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2467, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2095, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2009, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1345, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
22,"[781, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[842, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[2132, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[256, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[1057, 0.04000000000000001, [-0.14, 0.16, 0, 0, 0, 0.17, -0.15]]","[2653, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1773, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1698, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2486, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2422, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]"
23,"[1298, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1694, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1991, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1992, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[30, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1020, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1194, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2118, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2990, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2548, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
24,"[194, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[2724, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[879, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[80, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1672, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[2390, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[801, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2473, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1243, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2524, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]"
25,"[63, -0.05, [0, -0.05, 0, 0, 0, 0, 0]]","[1842, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[1762, -0.05, [0, -0.05, 0, 0, 0, 0, 0]]","[1025, 0.020000000000000018, [-0.14, 0.16, -0.13, 0.28, 0, 0, -0.15]]","[1055, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2777, -1.56, [-0.14, -0.05, -0.7, 0, -0.67, 0, 0]]","[749, 0.21000000000000002, [0, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[1127, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1934, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1912, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
26,"[727, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1820, -1.1400000000000001, [0, -0.05, -0.7, 0.28, -0.67, 0, 0]]","[2528, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1831, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[2611, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2149, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[649, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1089, -1.6999999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, -0.15]]","[1713, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[71, -1.2199999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]"
27,"[1583, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2001, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2225, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[141, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[370, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1402, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[596, -1.2199999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[464, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1154, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1215, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]"
28,"[1547, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[144, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2164, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[1174, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[507, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1313, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1482, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1382, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1345, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1996, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
29,"[2425, 0.2, [0, 0.16, -0.13, 0, 0, 0.17, 0]]","[2414, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[1840, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2564, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2301, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2188, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2193, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2647, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[744, -1.03, [0, 0.16, -0.7, 0.01, -0.67, 0.17, 0]]","[312, -0.45999999999999996, [-0.14, -0.05, -0.13, 0.01, 0, 0, -0.15]]"
30,"[2111, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[2631, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2934, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2190, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[335, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2412, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1013, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1101, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2422, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[1654, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
31,"[152, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[174, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[978, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1057, 0.04000000000000001, [-0.14, 0.16, 0, 0, 0, 0.17, -0.15]]","[694, -0.09, [-0.14, 0.16, -0.13, 0, 0, 0.17, -0.15]]","[1721, -0.31, [-0.14, -0.05, -0.13, 0.01, 0, 0, 0]]","[542, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[330, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[939, -1.6999999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, -0.15]]","[156, -1.4100000000000001, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]"
32,"[772, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1607, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[246, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[30, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[515, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[904, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2417, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1259, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2548, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1510, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
