,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
89,"[2166, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1877, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2831, -1.56, [-0.14, -0.05, -0.7, 0, -0.67, 0, 0]]","[2798, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[544, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2200, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[2487, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[35, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[2585, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2656, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]"
90,"[1876, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[486, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2982, -1.56, [-0.14, -0.05, -0.7, 0, -0.67, 0, 0]]","[717, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[217, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1473, 0.34, [0, 0.16, 0, 0.01, 0, 0.17, 0]]","[610, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[334, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[2248, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[397, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]"
91,"[184, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1084, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[729, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2143, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1425, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[2493, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[318, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1636, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[106, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[327, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]"
92,"[2744, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[1299, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[694, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2090, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2908, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[753, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2043, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[995, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2457, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1434, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]"
93,"[1614, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[175, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[1728, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1594, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1032, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[57, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1428, -0.18, [0, -0.05, -0.13, 0, 0, 0, 0]]","[838, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[839, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1791, 0.21000000000000002, [0, 0.16, -0.13, 0.01, 0, 0.17, 0]]"
94,"[1706, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[1094, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[226, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1613, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2687, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1688, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2495, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2790, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1170, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2108, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
95,"[246, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1963, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2056, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2466, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1955, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2216, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[861, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[371, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[756, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1530, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]"
96,"[555, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[1556, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2415, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2860, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1203, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2356, 0.2, [-0.14, 0.16, 0, 0.01, 0, 0.17, 0]]","[2142, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[345, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[97, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1785, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
97,"[2618, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1670, -0.5499999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0, -0.15]]","[2820, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1961, -0.08999999999999989, [0, 0.16, -0.7, 0.28, 0, 0.17, 0]]","[1535, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1892, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2078, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2915, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1578, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2407, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
98,"[2284, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[177, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[565, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1092, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[561, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[339, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[500, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2293, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1056, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2580, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
99,"[532, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1967, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1247, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[2767, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1279, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1596, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2520, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2642, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[410, -0.6699999999999999, [-0.14, 0.16, -0.7, 0.01, 0, 0, 0]]","[982, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
100,"[1502, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[942, -1.4299999999999997, [-0.14, -0.05, -0.7, 0.28, -0.67, 0, -0.15]]","[1405, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2091, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[1456, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[571, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[434, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[657, -0.3699999999999999, [0, 0.16, -0.7, 0, 0, 0.17, 0]]","[1784, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2163, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
101,"[761, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[965, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2940, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[295, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2989, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[143, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2751, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[168, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[37, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[483, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
102,"[2752, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[998, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[2804, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[2052, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[604, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[836, -0.12, [-0.14, 0.16, 0, 0.01, 0, 0, -0.15]]","[490, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[953, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[428, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1942, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
103,"[2243, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1904, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[523, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2346, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1327, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1757, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1647, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2624, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1236, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1885, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
104,"[1793, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[30, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[763, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[2084, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[588, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[868, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1976, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[910, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]","[2420, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2878, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
105,"[1746, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[423, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[204, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[996, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[830, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[1199, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[584, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1999, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[1543, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2598, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]"
106,"[463, 0.01999999999999999, [-0.14, 0.16, 0, 0, 0, 0, 0]]","[787, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1021, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[366, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[325, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2300, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[1811, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2609, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[148, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2010, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]"
107,"[2677, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[1494, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2653, -1.6999999999999997, [-0.14, -0.05, -0.7, 0.01, -0.67, 0, -0.15]]","[1873, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[2029, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[387, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2375, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[2266, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[536, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[779, -1.56, [-0.14, -0.05, -0.7, 0, -0.67, 0, 0]]"
108,"[2862, 0.16, [0, 0.16, 0, 0, 0, 0, 0]]","[1370, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2218, -0.3999999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0, 0]]","[1919, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[918, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1410, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[2620, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[935, 0.13000000000000003, [-0.14, -0.05, -0.13, 0.28, 0, 0.17, 0]]","[1747, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[381, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
109,"[124, -1.0699999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[1238, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[1026, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2025, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1233, -0.33999999999999997, [-0.14, -0.05, 0, 0, 0, 0, -0.15]]","[33, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[491, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1273, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2089, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[299, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
110,"[178, -0.6799999999999999, [-0.14, 0.16, -0.7, 0, 0, 0, 0]]","[1380, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[81, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[579, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[2704, -0.2599999999999999, [0, 0.16, -0.7, 0.28, 0, 0, 0]]","[1652, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[134, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2015, -0.13, [-0.14, 0.16, 0, 0, 0, 0, -0.15]]","[2069, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2966, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]"
111,"[1429, -1.2199999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[640, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[50, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[307, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1088, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[687, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2404, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[747, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2655, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2080, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]"
112,"[741, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1128, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[954, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2492, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[2723, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[585, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[843, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[456, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2233, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[1872, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
113,"[1034, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2539, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1687, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1813, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1291, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[2469, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]","[1371, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[181, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1610, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[676, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
114,"[1966, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[789, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[378, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[120, -0.05999999999999997, [-0.14, -0.05, 0, 0.28, 0, 0, -0.15]]","[1386, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[822, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[2366, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[155, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1927, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1065, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
115,"[478, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[601, -0.83, [-0.14, 0.16, -0.7, 0, 0, 0, -0.15]]","[1139, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[480, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[2310, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2990, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[660, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[2532, -1.4100000000000001, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[2921, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1874, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]"
116,"[368, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[2547, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2898, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[2660, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[639, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2241, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1845, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1914, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[686, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1516, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]"
117,"[2523, 0.30000000000000004, [-0.14, 0.16, 0, 0.28, 0, 0, 0]]","[1178, -0.5399999999999999, [0, 0.16, -0.7, 0, 0, 0, 0]]","[1767, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2379, 0.029999999999999992, [-0.14, 0.16, 0, 0.01, 0, 0, 0]]","[1354, -0.16999999999999998, [0, -0.05, -0.13, 0.01, 0, 0, 0]]","[2713, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[637, -0.82, [-0.14, 0.16, -0.7, 0.01, 0, 0, -0.15]]","[1979, -0.9299999999999999, [0, 0.16, -0.7, 0.28, -0.67, 0, 0]]","[977, -1.21, [0, 0.16, -0.7, 0, -0.67, 0, 0]]","[1313, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]"
118,"[256, -0.25, [-0.14, 0.16, -0.13, 0.01, 0, 0, -0.15]]","[2682, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[2821, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[2818, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[74, -1.4100000000000001, [0, -0.05, -0.7, 0.01, -0.67, 0, 0]]","[465, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[281, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[2518, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2098, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2885, -1.35, [-0.14, 0.16, -0.7, 0, -0.67, 0, 0]]"
119,"[211, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1256, -1.2199999999999998, [-0.14, 0.16, -0.7, 0.28, -0.67, 0, -0.15]]","[1246, -0.5499999999999999, [-0.14, 0.16, -0.7, 0.28, 0, 0, -0.15]]","[1699, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[1719, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2424, -0.11000000000000001, [-0.14, 0.16, -0.13, 0, 0, 0, 0]]","[715, -0.10000000000000002, [-0.14, 0.16, -0.13, 0.01, 0, 0, 0]]","[664, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2513, -1.4899999999999998, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, -0.15]]","[837, -1.3399999999999999, [-0.14, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
120,"[2689, -0.26, [-0.14, 0.16, -0.13, 0, 0, 0, -0.15]]","[2961, 0.31000000000000005, [0, 0.16, -0.13, 0.28, 0, 0, 0]]","[2057, 0.15000000000000005, [-0.14, 0.16, 0, 0.28, 0, 0, -0.15]]","[1761, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[1729, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[1555, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1684, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[1676, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2918, -1.5, [-0.14, 0.16, -0.7, 0, -0.67, 0, -0.15]]","[2082, 0.44000000000000006, [0, 0.16, 0, 0.28, 0, 0, 0]]"
121,"[1362, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[2611, 0.03, [0, 0.16, -0.13, 0, 0, 0, 0]]","[1812, 0.17, [0, 0.16, 0, 0.01, 0, 0, 0]]","[2105, 0.17, [-0.14, 0.16, -0.13, 0.28, 0, 0, 0]]","[1033, 0.04, [0, 0.16, -0.13, 0.01, 0, 0, 0]]","[2350, 0.21000000000000002, [0, 0.16, -0.13, 0.01, 0, 0.17, 0]]","[1897, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1855, -0.5299999999999999, [0, 0.16, -0.7, 0.01, 0, 0, 0]]","[1891, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]","[2799, -1.2, [0, 0.16, -0.7, 0.01, -0.67, 0, 0]]"
